ticket_id,customer_id,ticket_type,message,sentiment,status,created_at
TICK-000440,CUST-00519,escalation,"This has gone on too long, please escalate this to a supervisor.",very_negative,resolved,2025-08-05T22:00:00
TICK-000441,CUST-00551,policy_question,Are digital or downloadable products ever returnable?,neutral,resolved,2025-02-12T09:00:00
TICK-000442,CUST-00550,order_inquiry,I placed this order almost 4 days ago. Is it still in transit?,neutral,resolved,2025-02-03T09:00:00
TICK-000443,CUST-00060,retention_risk,"I've been a loyal customer for years and this keeps happening, I'm losing patience.",negative,open,2025-08-11T03:00:00
TICK-000444,CUST-00057,policy_question,How long does a refund actually take to process once approved?,neutral,open,2025-03-03T00:00:00
TICK-000445,CUST-00168,retention_risk,"This is the third time an order has been late, I'm thinking about cancelling my account.",very_negative,resolved,2025-05-13T05:00:00
TICK-000446,CUST-00751,policy_question,Is expedited shipping refundable if the delivery is late anyway?,neutral,open,2025-06-21T13:00:00
TICK-000447,CUST-00270,order_inquiry,Tracking says shipped but there hasn't been an update in four days.,negative,open,2025-09-12T14:00:00
TICK-000448,CUST-00512,policy_question,What is your refund policy for items damaged in shipping?,neutral,resolved,2025-03-22T08:00:00
TICK-000449,CUST-00691,return_request,"This isn't what was pictured on the product page, requesting a return.",neutral,open,2025-09-18T00:00:00
TICK-000450,CUST-00048,order_inquiry,My package was supposed to arrive 5 days ago and I still haven't received it.,neutral,resolved,2025-07-16T04:00:00
TICK-000451,CUST-00823,order_inquiry,My package was supposed to arrive 12 days ago and I still haven't received it.,negative,resolved,2025-04-25T10:00:00
TICK-000452,CUST-00846,order_inquiry,"Order ORD-002621 shows 'processing' for 6 days now, is that normal?",neutral,resolved,2025-03-03T16:00:00
TICK-000453,CUST-00184,retention_risk,"This is the third time an order has been late, I'm thinking about cancelling my account.",negative,open,2025-07-25T02:00:00
TICK-000454,CUST-00866,return_request,"Requesting a return on ORD-006337, the item doesn't match the listing photos.",negative,resolved,2025-02-14T17:00:00
TICK-000455,CUST-00206,policy_question,What's the process for a refund on a final-sale item that arrived broken?,neutral,resolved,2025-05-05T14:00:00
TICK-000456,CUST-00792,policy_question,What counts as eligible for a late-delivery refund?,neutral,open,2025-03-19T00:00:00
TICK-000457,CUST-00239,escalation,"I've contacted support three times about this and nobody has resolved it, I need a manager.",very_negative,open,2025-06-21T00:00:00
TICK-000458,CUST-00870,return_request,Can I get a prepaid return label for this order?,negative,open,2025-04-16T16:00:00
TICK-000459,CUST-00504,escalation,"This has gone on too long, please escalate this to a supervisor.",negative,open,2025-05-24T02:00:00
TICK-000460,CUST-00423,order_inquiry,I placed this order almost 12 days ago. Is it still in transit?,negative,resolved,2025-08-23T23:00:00
TICK-000461,CUST-00518,order_inquiry,Tracking says shipped but there hasn't been an update in four days.,neutral,resolved,2025-02-08T18:00:00
TICK-000462,CUST-00679,retention_risk,This is becoming a pattern and I don't think I want to keep ordering here.,negative,open,2025-05-30T08:00:00
TICK-000463,CUST-00718,return_request,Can I get a prepaid return label for this order?,negative,resolved,2025-08-20T08:00:00
TICK-000464,CUST-00799,order_inquiry,I placed this order almost 4 days ago. Is it still in transit?,negative,open,2025-03-21T03:00:00
TICK-000465,CUST-00322,order_inquiry,The courier app says delivered but nothing showed up at my door.,neutral,open,2025-07-03T06:00:00
TICK-000466,CUST-00272,policy_question,What counts as eligible for a late-delivery refund?,neutral,open,2025-03-22T21:00:00
TICK-000467,CUST-00042,policy_question,How long does a refund actually take to process once approved?,neutral,resolved,2025-03-17T02:00:00
TICK-000468,CUST-00406,retention_risk,"Between the delays and the return hassle, I'm reconsidering my subscription.",negative,resolved,2025-05-14T05:00:00
TICK-000469,CUST-00876,order_inquiry,"I never got a shipping confirmation email, did my order actually go through?",neutral,open,2025-02-18T14:00:00
TICK-000470,CUST-00013,order_inquiry,Can someone tell me what's happening with order ORD-000995?,neutral,open,2025-03-08T06:00:00
TICK-000471,CUST-00703,return_request,"The product stopped working after two uses, I want to return it.",neutral,resolved,2025-02-08T00:00:00
TICK-000472,CUST-00662,escalation,"This is regarding order ORD-007394, I've been going back and forth for a week with no resolution.",very_negative,open,2025-02-17T10:00:00
TICK-000473,CUST-00052,order_inquiry,The courier app says delivered but nothing showed up at my door.,neutral,resolved,2025-07-22T15:00:00
TICK-000474,CUST-00437,order_inquiry,My delivery window passed yesterday and there's no update.,neutral,resolved,2025-04-20T05:00:00
TICK-000475,CUST-00905,order_inquiry,The courier app says delivered but nothing showed up at my door.,neutral,open,2025-05-06T20:00:00
TICK-000476,CUST-00904,order_inquiry,"I never got a shipping confirmation email, did my order actually go through?",negative,resolved,2025-02-01T02:00:00
TICK-000477,CUST-00205,order_inquiry,Can someone tell me what's happening with order ORD-003435?,negative,open,2025-01-10T12:00:00
TICK-000478,CUST-00492,return_request,"The product stopped working after two uses, I want to return it.",negative,resolved,2025-09-15T10:00:00
TICK-000479,CUST-00027,policy_question,How long do I have to return an item after delivery?,neutral,open,2025-01-16T08:00:00
TICK-000480,CUST-00543,order_inquiry,The courier app says delivered but nothing showed up at my door.,neutral,open,2025-03-23T03:00:00
TICK-000481,CUST-00547,order_inquiry,I placed this order almost 6 days ago. Is it still in transit?,negative,open,2025-04-23T18:00:00
TICK-000482,CUST-00364,return_request,Can I get a prepaid return label for this order?,neutral,open,2025-05-02T18:00:00
TICK-000483,CUST-00936,policy_question,What's the process for a refund on a final-sale item that arrived broken?,neutral,resolved,2025-03-14T18:00:00
TICK-000484,CUST-00830,escalation,I've been patient but this needs to go to someone higher up now.,very_negative,resolved,2025-03-31T15:00:00
TICK-000485,CUST-00617,order_inquiry,My package was supposed to arrive 5 days ago and I still haven't received it.,neutral,open,2025-09-02T00:00:00
TICK-000486,CUST-00207,policy_question,How long does a refund actually take to process once approved?,neutral,resolved,2025-04-01T10:00:00
TICK-000487,CUST-00722,order_inquiry,Can someone tell me what's happening with order ORD-004806?,neutral,open,2025-07-06T02:00:00
TICK-000488,CUST-00601,policy_question,Can I return an item I opened but didn't use?,neutral,resolved,2025-06-04T10:00:00
TICK-000489,CUST-00972,order_inquiry,Can someone tell me what's happening with order ORD-006000?,neutral,resolved,2025-06-12T05:00:00
TICK-000490,CUST-00711,retention_risk,"Every order this month has had some issue, what's going on?",very_negative,open,2025-03-31T12:00:00
TICK-000491,CUST-00131,policy_question,Is expedited shipping refundable if the delivery is late anyway?,neutral,open,2025-07-20T18:00:00
TICK-000492,CUST-00326,order_inquiry,Is there a delay on my shipment? It's been quiet since it left the facility.,negative,open,2025-02-23T15:00:00
TICK-000493,CUST-00356,order_inquiry,"Order ORD-000638 shows 'processing' for 5 days now, is that normal?",neutral,open,2025-02-15T22:00:00
TICK-000494,CUST-00458,retention_risk,"Between the delays and the return hassle, I'm reconsidering my subscription.",negative,resolved,2025-04-18T07:00:00
TICK-000495,CUST-00263,retention_risk,"Between the delays and the return hassle, I'm reconsidering my subscription.",negative,open,2025-01-25T12:00:00
TICK-000496,CUST-00993,policy_question,Can I return an item I opened but didn't use?,neutral,resolved,2025-09-10T12:00:00
TICK-000497,CUST-00104,policy_question,Can I return an item I opened but didn't use?,neutral,open,2025-03-25T14:00:00
TICK-000498,CUST-00021,order_inquiry,My package was supposed to arrive 6 days ago and I still haven't received it.,neutral,resolved,2025-02-23T02:00:00
TICK-000499,CUST-00165,policy_question,Can I return an item I opened but didn't use?,neutral,open,2025-06-23T19:00:00
TICK-000500,CUST-00722,escalation,"This has gone on too long, please escalate this to a supervisor.",negative,resolved,2025-03-26T19:00:00
TICK-000501,CUST-00104,return_request,"I'd like to send this back, it's been 2 days since delivery, is that still within the window?",negative,open,2025-04-08T13:00:00
TICK-000502,CUST-00272,retention_risk,"Every order this month has had some issue, what's going on?",very_negative,resolved,2025-05-02T03:00:00
TICK-000503,CUST-00563,order_inquiry,Is there a delay on my shipment? It's been quiet since it left the facility.,neutral,open,2025-01-28T11:00:00
TICK-000504,CUST-00302,order_inquiry,Tracking says shipped but there hasn't been an update in four days.,negative,resolved,2025-04-13T03:00:00
TICK-000505,CUST-00299,order_inquiry,Can someone tell me what's happening with order ORD-005229?,neutral,resolved,2025-03-01T09:00:00
TICK-000506,CUST-00917,return_request,Item from ORD-004007 arrived defective right out of the box.,negative,open,2025-07-18T05:00:00
TICK-000507,CUST-00379,policy_question,Can I return an item I opened but didn't use?,neutral,resolved,2025-01-23T08:00:00
TICK-000508,CUST-00232,policy_question,Is expedited shipping refundable if the delivery is late anyway?,neutral,open,2025-03-19T22:00:00
TICK-000509,CUST-00685,retention_risk,Honestly considering switching to a different service after this experience.,very_negative,resolved,2025-04-27T17:00:00
TICK-000510,CUST-00839,order_inquiry,"I never got a shipping confirmation email, did my order actually go through?",negative,resolved,2025-09-01T18:00:00
TICK-000511,CUST-00081,return_request,Item from ORD-002449 arrived defective right out of the box.,negative,open,2025-09-15T18:00:00
TICK-000512,CUST-00586,escalation,I've been patient but this needs to go to someone higher up now.,negative,open,2025-08-18T05:00:00
TICK-000513,CUST-00217,escalation,"This is regarding order ORD-007964, I've been going back and forth for a week with no resolution.",negative,open,2025-01-22T13:00:00
TICK-000514,CUST-00446,order_inquiry,My delivery window passed yesterday and there's no update.,neutral,open,2025-05-13T10:00:00
TICK-000515,CUST-00069,escalation,I've been patient but this needs to go to someone higher up now.,negative,resolved,2025-07-23T17:00:00
TICK-000516,CUST-00533,policy_question,Is expedited shipping refundable if the delivery is late anyway?,neutral,open,2025-08-03T03:00:00
TICK-000517,CUST-00581,policy_question,How long do I have to return an item after delivery?,neutral,open,2025-02-21T09:00:00
TICK-000518,CUST-00899,return_request,"The product stopped working after two uses, I want to return it.",negative,resolved,2025-07-16T20:00:00
TICK-000519,CUST-00485,policy_question,How long does a refund actually take to process once approved?,neutral,open,2025-05-22T12:00:00
TICK-000520,CUST-00698,order_inquiry,Is there a delay on my shipment? It's been quiet since it left the facility.,negative,resolved,2025-01-20T12:00:00
TICK-000521,CUST-00708,return_request,"The product stopped working after two uses, I want to return it.",neutral,open,2025-09-01T08:00:00
TICK-000522,CUST-00838,return_request,"The item I got in order ORD-002768 isn't what I ordered, I need a replacement or refund.",negative,resolved,2025-05-24T15:00:00
TICK-000523,CUST-00996,return_request,"This arrived damaged, the box was crushed and the product inside is cracked.",neutral,open,2025-06-03T23:00:00
TICK-000524,CUST-00276,policy_question,What's the process for a refund on a final-sale item that arrived broken?,neutral,open,2025-04-07T14:00:00
TICK-000525,CUST-00759,order_inquiry,"I never got a shipping confirmation email, did my order actually go through?",neutral,resolved,2025-01-29T16:00:00
TICK-000526,CUST-00319,return_request,"This arrived damaged, the box was crushed and the product inside is cracked.",negative,open,2025-01-15T05:00:00
TICK-000527,CUST-00256,order_inquiry,I placed this order almost 2 days ago. Is it still in transit?,neutral,resolved,2025-01-26T11:00:00
TICK-000528,CUST-00378,retention_risk,Not sure it's worth staying a member if service keeps slipping like this.,very_negative,resolved,2025-03-05T21:00:00
TICK-000529,CUST-00609,order_inquiry,Where is order ORD-004005? It's later than the estimate I was given.,neutral,open,2025-08-31T18:00:00
TICK-000530,CUST-00168,retention_risk,"Between the delays and the return hassle, I'm reconsidering my subscription.",very_negative,open,2025-05-26T00:00:00
TICK-000531,CUST-00875,policy_question,How long do I have to return an item after delivery?,neutral,open,2025-04-26T21:00:00
TICK-000532,CUST-00420,order_inquiry,My delivery window passed yesterday and there's no update.,negative,open,2025-01-05T15:00:00
TICK-000533,CUST-00178,escalation,"Nothing offered so far has actually solved my problem, I need this escalated.",negative,open,2025-05-10T19:00:00
TICK-000534,CUST-00991,return_request,"Requesting a return on ORD-005839, the item doesn't match the listing photos.",negative,resolved,2025-07-12T11:00:00
TICK-000535,CUST-00478,policy_question,Do premium members get extended return windows?,neutral,resolved,2025-02-22T00:00:00
TICK-000536,CUST-00575,policy_question,What's the process for a refund on a final-sale item that arrived broken?,neutral,resolved,2025-02-25T15:00:00
TICK-000537,CUST-00656,order_inquiry,The tracking page hasn't changed since it left the warehouse.,neutral,resolved,2025-05-14T20:00:00
TICK-000538,CUST-00193,retention_risk,Not sure it's worth staying a member if service keeps slipping like this.,negative,open,2025-01-30T19:00:00
TICK-000539,CUST-00698,policy_question,What's the process for a refund on a final-sale item that arrived broken?,neutral,open,2025-09-12T09:00:00
TICK-000540,CUST-00415,order_inquiry,"I never got a shipping confirmation email, did my order actually go through?",neutral,open,2025-04-08T10:00:00
TICK-000541,CUST-00703,return_request,"Wrong size arrived, can I exchange it instead of a full return?",negative,resolved,2025-09-17T09:00:00
TICK-000542,CUST-00186,return_request,"I ordered the wrong color by mistake, is exchange possible at this point?",negative,open,2025-08-30T04:00:00
TICK-000543,CUST-00782,return_request,"I ordered the wrong color by mistake, is exchange possible at this point?",neutral,resolved,2025-02-15T07:00:00
TICK-000544,CUST-00431,policy_question,Is expedited shipping refundable if the delivery is late anyway?,neutral,resolved,2025-05-14T18:00:00
TICK-000545,CUST-00482,order_inquiry,Tracking says shipped but there hasn't been an update in four days.,neutral,open,2025-08-30T06:00:00
TICK-000546,CUST-00543,policy_question,Can I return an item I opened but didn't use?,neutral,resolved,2025-01-28T04:00:00
TICK-000547,CUST-00420,order_inquiry,I placed this order almost 7 days ago. Is it still in transit?,negative,resolved,2025-03-15T10:00:00
TICK-000548,CUST-00500,return_request,"I'd like to send this back, it's been 3 days since delivery, is that still within the window?",negative,open,2025-06-10T20:00:00
TICK-000549,CUST-00281,order_inquiry,The courier app says delivered but nothing showed up at my door.,neutral,open,2025-03-23T15:00:00
TICK-000550,CUST-00133,return_request,"This arrived damaged, the box was crushed and the product inside is cracked.",negative,resolved,2025-07-26T13:00:00
TICK-000551,CUST-00005,escalation,"This has gone on too long, please escalate this to a supervisor.",negative,open,2025-07-11T00:00:00
TICK-000552,CUST-00196,return_request,"I ordered the wrong color by mistake, is exchange possible at this point?",neutral,open,2025-05-08T07:00:00
TICK-000553,CUST-00320,retention_risk,"Between the delays and the return hassle, I'm reconsidering my subscription.",negative,open,2025-07-16T16:00:00
TICK-000554,CUST-00844,retention_risk,If order ORD-000535 is late again I'm done ordering from here.,negative,resolved,2025-05-29T14:00:00
TICK-000555,CUST-00537,return_request,"This isn't what was pictured on the product page, requesting a return.",negative,resolved,2025-03-10T10:00:00
TICK-000556,CUST-00368,escalation,"This has gone on too long, please escalate this to a supervisor.",negative,open,2025-07-26T00:00:00
TICK-000557,CUST-00752,order_inquiry,"Order ORD-001075 shows 'processing' for 5 days now, is that normal?",neutral,open,2025-03-05T11:00:00
TICK-000558,CUST-00385,retention_risk,"This is the third time an order has been late, I'm thinking about cancelling my account.",very_negative,open,2025-01-25T21:00:00
TICK-000559,CUST-00707,order_inquiry,My package was supposed to arrive 2 days ago and I still haven't received it.,neutral,resolved,2025-08-16T12:00:00
TICK-000560,CUST-00486,order_inquiry,The tracking page hasn't changed since it left the warehouse.,negative,open,2025-04-16T22:00:00
TICK-000561,CUST-00309,retention_risk,"This is the third time an order has been late, I'm thinking about cancelling my account.",very_negative,open,2025-05-19T19:00:00
TICK-000562,CUST-00851,retention_risk,If order ORD-003432 is late again I'm done ordering from here.,negative,open,2025-05-25T03:00:00
TICK-000563,CUST-00624,return_request,Item from ORD-001628 arrived defective right out of the box.,neutral,resolved,2025-04-14T11:00:00
TICK-000564,CUST-00165,retention_risk,Not sure it's worth staying a member if service keeps slipping like this.,negative,resolved,2025-04-17T22:00:00
TICK-000565,CUST-00241,escalation,I want to speak to someone who can actually make a decision on this.,negative,open,2025-02-15T03:00:00
TICK-000566,CUST-00973,return_request,Item from ORD-001222 arrived defective right out of the box.,neutral,open,2025-02-21T08:00:00
TICK-000567,CUST-00304,retention_risk,"I'm one bad experience away from cancelling, just being honest.",very_negative,resolved,2025-01-26T03:00:00
TICK-000568,CUST-00298,return_request,"The item I got in order ORD-006982 isn't what I ordered, I need a replacement or refund.",negative,resolved,2025-08-07T23:00:00
TICK-000569,CUST-00873,order_inquiry,My package was supposed to arrive 2 days ago and I still haven't received it.,neutral,open,2025-06-18T11:00:00
TICK-000570,CUST-00275,return_request,"This isn't what was pictured on the product page, requesting a return.",neutral,resolved,2025-06-25T05:00:00
TICK-000571,CUST-00986,order_inquiry,"I never got a shipping confirmation email, did my order actually go through?",neutral,resolved,2025-07-17T22:00:00
TICK-000572,CUST-00665,return_request,Can I get a prepaid return label for this order?,neutral,open,2025-03-09T22:00:00
TICK-000573,CUST-00427,return_request,"I'd like to send this back, it's been 3 days since delivery, is that still within the window?",negative,resolved,2025-04-03T19:00:00
TICK-000574,CUST-00627,policy_question,What's the process for a refund on a final-sale item that arrived broken?,neutral,open,2025-09-05T15:00:00
TICK-000575,CUST-00452,order_inquiry,"I never got a shipping confirmation email, did my order actually go through?",neutral,open,2025-05-14T20:00:00
TICK-000576,CUST-00786,policy_question,Are digital or downloadable products ever returnable?,neutral,resolved,2025-02-18T13:00:00
TICK-000577,CUST-00494,retention_risk,"I've been a loyal customer for years and this keeps happening, I'm losing patience.",very_negative,resolved,2025-03-18T17:00:00
TICK-000578,CUST-00056,return_request,"This isn't what was pictured on the product page, requesting a return.",neutral,open,2025-09-16T15:00:00
TICK-000579,CUST-00770,return_request,"I'd like to send this back, it's been 3 days since delivery, is that still within the window?",negative,resolved,2025-05-04T10:00:00
TICK-000580,CUST-00520,escalation,"I've contacted support three times about this and nobody has resolved it, I need a manager.",negative,resolved,2025-07-26T07:00:00
TICK-000581,CUST-00821,order_inquiry,The courier app says delivered but nothing showed up at my door.,negative,resolved,2025-02-15T15:00:00
TICK-000582,CUST-00764,policy_question,"My order arrived 10 days ago but it's damaged, can I still get a refund?",neutral,open,2025-07-26T13:00:00
TICK-000583,CUST-00846,order_inquiry,Checking in on ORD-000002 — no movement on tracking for almost a week.,neutral,resolved,2025-09-18T17:00:00
TICK-000584,CUST-00468,order_inquiry,My delivery window passed yesterday and there's no update.,neutral,resolved,2025-01-28T07:00:00
TICK-000585,CUST-00574,return_request,"The product stopped working after two uses, I want to return it.",negative,resolved,2025-08-20T03:00:00
TICK-000586,CUST-00228,order_inquiry,My delivery window passed yesterday and there's no update.,neutral,resolved,2025-07-01T20:00:00
TICK-000587,CUST-00561,escalation,I want to speak to someone who can actually make a decision on this.,very_negative,open,2025-01-24T05:00:00
TICK-000588,CUST-00110,policy_question,Can I return an item I opened but didn't use?,neutral,open,2025-04-07T03:00:00
TICK-000589,CUST-00221,escalation,"This has gone on too long, please escalate this to a supervisor.",very_negative,open,2025-06-23T03:00:00
TICK-000590,CUST-00649,return_request,"The item I got in order ORD-007591 isn't what I ordered, I need a replacement or refund.",neutral,resolved,2025-08-23T21:00:00
TICK-000591,CUST-00138,retention_risk,"Every order this month has had some issue, what's going on?",very_negative,open,2025-01-25T17:00:00
TICK-000592,CUST-00600,escalation,I've been patient but this needs to go to someone higher up now.,very_negative,open,2025-03-30T23:00:00
TICK-000593,CUST-00397,return_request,"This arrived damaged, the box was crushed and the product inside is cracked.",negative,resolved,2025-08-03T19:00:00
TICK-000594,CUST-00255,escalation,I've been patient but this needs to go to someone higher up now.,very_negative,resolved,2025-06-25T09:00:00
TICK-000595,CUST-00142,policy_question,How long do I have to return an item after delivery?,neutral,resolved,2025-06-10T22:00:00
TICK-000596,CUST-00648,return_request,"I ordered the wrong color by mistake, is exchange possible at this point?",neutral,open,2025-04-18T19:00:00
TICK-000597,CUST-00944,retention_risk,"Between the delays and the return hassle, I'm reconsidering my subscription.",negative,open,2025-09-15T17:00:00
TICK-000598,CUST-00728,retention_risk,"Between the delays and the return hassle, I'm reconsidering my subscription.",negative,resolved,2025-09-03T18:00:00
TICK-000599,CUST-00691,retention_risk,This is becoming a pattern and I don't think I want to keep ordering here.,very_negative,resolved,2025-01-07T16:00:00
TICK-000600,CUST-00149,order_inquiry,"I never got a shipping confirmation email, did my order actually go through?",neutral,open,2025-04-13T08:00:00
TICK-000601,CUST-00700,return_request,"I'd like to send this back, it's been 6 days since delivery, is that still within the window?",negative,open,2025-02-01T22:00:00
TICK-000602,CUST-00772,return_request,"Wrong size arrived, can I exchange it instead of a full return?",neutral,resolved,2025-08-20T03:00:00
TICK-000603,CUST-00886,retention_risk,"Every order this month has had some issue, what's going on?",negative,resolved,2025-05-02T16:00:00
TICK-000604,CUST-00681,return_request,"Requesting a return on ORD-005677, the item doesn't match the listing photos.",neutral,resolved,2025-07-18T13:00:00
TICK-000605,CUST-00321,escalation,"Nothing offered so far has actually solved my problem, I need this escalated.",negative,open,2025-05-09T06:00:00
TICK-000606,CUST-00850,retention_risk,"I'm one bad experience away from cancelling, just being honest.",negative,resolved,2025-04-11T23:00:00
TICK-000607,CUST-00460,escalation,I want to speak to someone who can actually make a decision on this.,negative,open,2025-04-06T05:00:00
TICK-000608,CUST-00387,return_request,"This arrived damaged, the box was crushed and the product inside is cracked.",neutral,resolved,2025-05-23T17:00:00
TICK-000609,CUST-00867,order_inquiry,Can someone tell me what's happening with order ORD-004785?,neutral,open,2025-06-19T14:00:00
TICK-000610,CUST-00158,retention_risk,If order ORD-000328 is late again I'm done ordering from here.,very_negative,open,2025-06-04T15:00:00
TICK-000611,CUST-00367,return_request,"I ordered the wrong color by mistake, is exchange possible at this point?",neutral,resolved,2025-04-23T05:00:00
TICK-000612,CUST-00164,policy_question,Are digital or downloadable products ever returnable?,neutral,resolved,2025-02-17T11:00:00
TICK-000613,CUST-00340,order_inquiry,I placed this order almost 7 days ago. Is it still in transit?,neutral,resolved,2025-04-22T19:00:00
TICK-000614,CUST-00844,policy_question,Are digital or downloadable products ever returnable?,neutral,open,2025-06-27T14:00:00
TICK-000615,CUST-00629,order_inquiry,My delivery window passed yesterday and there's no update.,negative,open,2025-01-21T21:00:00
TICK-000616,CUST-00938,return_request,Can I get a prepaid return label for this order?,neutral,resolved,2025-05-12T17:00:00
TICK-000617,CUST-00530,return_request,"The item I got in order ORD-007466 isn't what I ordered, I need a replacement or refund.",negative,resolved,2025-09-07T01:00:00
TICK-000618,CUST-00198,order_inquiry,My delivery window passed yesterday and there's no update.,neutral,open,2025-02-19T05:00:00
TICK-000619,CUST-00551,escalation,I've been patient but this needs to go to someone higher up now.,negative,open,2025-04-18T21:00:00
TICK-000620,CUST-00886,retention_risk,"I've been a loyal customer for years and this keeps happening, I'm losing patience.",very_negative,open,2025-04-16T17:00:00
TICK-000621,CUST-00663,return_request,Can I get a prepaid return label for this order?,neutral,open,2025-01-13T14:00:00
TICK-000622,CUST-00090,retention_risk,"This is the third time an order has been late, I'm thinking about cancelling my account.",negative,open,2025-04-02T08:00:00
TICK-000623,CUST-00842,retention_risk,"Thinking about closing my account, can you give me a reason not to?",negative,resolved,2025-07-28T12:00:00
TICK-000624,CUST-00444,policy_question,Can I return an item I opened but didn't use?,neutral,open,2025-07-19T21:00:00
TICK-000625,CUST-00065,order_inquiry,My package was supposed to arrive 14 days ago and I still haven't received it.,negative,open,2025-02-07T11:00:00
TICK-000626,CUST-00297,escalation,"I've contacted support three times about this and nobody has resolved it, I need a manager.",very_negative,open,2025-05-25T14:00:00
TICK-000627,CUST-00486,policy_question,What is your refund policy for items damaged in shipping?,neutral,open,2025-03-11T23:00:00
TICK-000628,CUST-00303,policy_question,Are digital or downloadable products ever returnable?,neutral,resolved,2025-07-11T00:00:00
TICK-000629,CUST-00145,retention_risk,"Every order this month has had some issue, what's going on?",negative,open,2025-01-03T18:00:00
TICK-000630,CUST-00561,retention_risk,"Every order this month has had some issue, what's going on?",negative,resolved,2025-04-18T23:00:00
TICK-000631,CUST-00217,return_request,"The product stopped working after two uses, I want to return it.",negative,open,2025-03-24T05:00:00
TICK-000632,CUST-00199,order_inquiry,The tracking page hasn't changed since it left the warehouse.,neutral,open,2025-01-28T17:00:00
TICK-000633,CUST-00075,policy_question,Are digital or downloadable products ever returnable?,neutral,open,2025-05-09T03:00:00
TICK-000634,CUST-00499,order_inquiry,Is there a delay on my shipment? It's been quiet since it left the facility.,neutral,resolved,2025-03-07T21:00:00
TICK-000635,CUST-00292,retention_risk,Honestly considering switching to a different service after this experience.,negative,open,2025-06-12T15:00:00
TICK-000636,CUST-00676,policy_question,How long does a refund actually take to process once approved?,neutral,open,2025-07-06T10:00:00
TICK-000637,CUST-00321,escalation,"This is regarding order ORD-000040, I've been going back and forth for a week with no resolution.",negative,open,2025-08-12T08:00:00
TICK-000638,CUST-00899,return_request,"I'd like to send this back, it's been 7 days since delivery, is that still within the window?",negative,resolved,2025-08-17T11:00:00
TICK-000639,CUST-00112,return_request,Item from ORD-004520 arrived defective right out of the box.,neutral,open,2025-05-24T04:00:00
TICK-000640,CUST-00270,return_request,"Wrong size arrived, can I exchange it instead of a full return?",neutral,open,2025-01-10T16:00:00
TICK-000641,CUST-00593,retention_risk,"Thinking about closing my account, can you give me a reason not to?",very_negative,open,2025-01-19T17:00:00
TICK-000642,CUST-00670,order_inquiry,Checking in on ORD-003868 — no movement on tracking for almost a week.,neutral,resolved,2025-07-20T07:00:00
TICK-000643,CUST-00751,return_request,"This isn't what was pictured on the product page, requesting a return.",negative,open,2025-08-26T16:00:00
TICK-000644,CUST-00373,policy_question,Can I return an item I opened but didn't use?,neutral,open,2025-03-26T16:00:00
TICK-000645,CUST-00580,order_inquiry,Can someone tell me what's happening with order ORD-001468?,negative,open,2025-09-05T11:00:00
TICK-000646,CUST-00238,order_inquiry,The courier app says delivered but nothing showed up at my door.,neutral,resolved,2025-07-09T07:00:00
TICK-000647,CUST-00930,order_inquiry,I placed this order almost 12 days ago. Is it still in transit?,neutral,resolved,2025-08-29T14:00:00
TICK-000648,CUST-00332,return_request,"The item I got in order ORD-005313 isn't what I ordered, I need a replacement or refund.",neutral,resolved,2025-05-15T18:00:00
TICK-000649,CUST-00670,retention_risk,If order ORD-003086 is late again I'm done ordering from here.,very_negative,resolved,2025-02-09T16:00:00
TICK-000650,CUST-00416,order_inquiry,I placed this order almost 12 days ago. Is it still in transit?,neutral,resolved,2025-09-07T15:00:00
TICK-000651,CUST-00904,return_request,"The item I got in order ORD-004112 isn't what I ordered, I need a replacement or refund.",neutral,resolved,2025-03-26T07:00:00
TICK-000652,CUST-00288,order_inquiry,My delivery window passed yesterday and there's no update.,neutral,open,2025-04-06T05:00:00
TICK-000653,CUST-00425,policy_question,"My order arrived 5 days ago but it's damaged, can I still get a refund?",neutral,open,2025-09-04T21:00:00
TICK-000654,CUST-00605,policy_question,Do premium members get extended return windows?,neutral,resolved,2025-01-12T07:00:00
TICK-000655,CUST-00607,order_inquiry,Is there a delay on my shipment? It's been quiet since it left the facility.,neutral,open,2025-01-21T18:00:00
TICK-000656,CUST-00945,order_inquiry,Can someone tell me what's happening with order ORD-002116?,neutral,resolved,2025-01-10T23:00:00
TICK-000657,CUST-00088,return_request,"Requesting a return on ORD-007760, the item doesn't match the listing photos.",neutral,resolved,2025-08-30T15:00:00
TICK-000658,CUST-00616,order_inquiry,"I never got a shipping confirmation email, did my order actually go through?",neutral,open,2025-05-16T05:00:00
TICK-000659,CUST-00945,return_request,"The product stopped working after two uses, I want to return it.",negative,open,2025-04-28T12:00:00
TICK-000660,CUST-00208,policy_question,"My order arrived 2 days ago but it's damaged, can I still get a refund?",neutral,open,2025-02-19T05:00:00
TICK-000661,CUST-00615,policy_question,How long does a refund actually take to process once approved?,neutral,open,2025-02-17T15:00:00
TICK-000662,CUST-00553,retention_risk,"Thinking about closing my account, can you give me a reason not to?",negative,resolved,2025-08-04T11:00:00
TICK-000663,CUST-00440,return_request,"I ordered the wrong color by mistake, is exchange possible at this point?",neutral,resolved,2025-07-15T11:00:00
TICK-000664,CUST-00101,retention_risk,"Thinking about closing my account, can you give me a reason not to?",very_negative,open,2025-05-11T15:00:00
TICK-000665,CUST-00291,return_request,"This arrived damaged, the box was crushed and the product inside is cracked.",negative,resolved,2025-04-07T00:00:00
